PPSORT,AGEIMM,BedRm,CMA,CONDO,COW,DIST,GENSTAT,HHSIZE,IMMCAT5,MODE,MTNEn,MTNFr,NAICS,NOC16,NOCS,PKIDS,POWST,PR,PRIHM,PWDUR,PWLEAVE,ROOMS,Sex,SHELCO,Subsidy,Tenur,VisMin,Wages,WKSWRK,aboriginal,age,STEM,YrEd,PrMinWage_V,PrMinWage_Vstat,PartTime,Married
804508,0,2,205,1,1,7,4,3,1,6,1,0,88,8,2,1,4,12,0,70,7,5,0,1500,0,2,0,15000,50.5,0,22,0,12,10.7,10.7,1,0
297513,0,2,999,0,1,2,4,3,1,5,1,0,17,23,7,1,4,35,1,22,7,5,0,600,1,2,0,5000,14.5,0,27,0,12,11.25,11.25,1,1
444888,0,3,535,0,1,2,3,3,1,2,1,0,18,19,7,1,4,35,1,7,9,4,0,1100,0,2,0,38000,50.5,0,47,0,13,11.25,11.25,0,0
61202,0,3,499,0,1,7,4,5,1,2,0,1,15,12,4,1,4,24,0,37,14,5,0,800,0,2,0,55000,50.5,0,52,0,13,10.75,10.75,0,1
627567,8,2,933,1,1,2,1,3,22,7,0,0,7,20,7,1,4,59,0,22,6,3,0,1100,0,2,1,19000,34.5,0,42,0,16,10.45,10.45,0,1
304994,9,3,999,0,1,2,1,4,21,6,1,0,2,25,8,1,4,59,1,70,5,5,1,1200,0,2,1,110000,50.5,0,42,1,15,10.45,10.45,0,1
823455,0,1,535,1,1,12,3,3,1,2,1,0,14,13,5,1,4,35,1,37,14,3,1,900,0,2,0,94000,50.5,0,42,0,21,11.25,11.25,0,1
640785,0,3,999,0,1,2,4,3,1,7,0,1,7,22,7,1,4,24,0,7,14,5,1,700,0,2,0,8000,50.5,0,17,0,9,10.75,10.75,1,0
56750,0,3,399,0,1,35,4,3,1,2,1,0,7,20,7,1,5,13,0,37,8,7,0,700,0,2,0,3000,14.5,0,17,0,9,10.65,10.65,1,0
217658,0,4,933,0,1,12,4,4,1,2,1,0,15,15,5,1,5,59,0,22,7,7,0,1100,0,2,0,11000,34.5,1,22,0,14,10.45,10.45,0,0
300658,8,2,535,1,1,17,1,2,21,2,0,0,3,9,3,0,6,35,0,52,7,3,0,2200,0,2,0,59000,24.5,0,47,1,16,11.25,11.25,0,1
197104,0,2,205,0,1,12,4,2,1,6,1,0,3,2,1,0,4,12,1,70,6,5,1,1700,0,2,0,170000,50.5,0,52,1,18,10.7,10.7,0,1
508569,4,5,799,0,1,2,1,3,21,2,1,0,13,21,7,1,4,47,0,22,8,9,1,2000,0,2,1,29000,50.5,0,22,0,12,10.5,10.5,0,0
643645,0,3,505,0,1,2,4,6,1,2,1,0,19,8,2,1,4,35,0,7,7,7,0,1700,0,2,0,58000,50.5,0,57,0,12,11.25,11.25,0,1
84923,0,2,505,0,1,2,4,2,1,7,1,0,18,17,6,0,4,35,1,37,7,10,1,2100,0,2,0,69000,50.5,0,57,0,21,11.25,11.25,0,1
801901,0,3,462,0,1,12,4,3,1,2,0,1,7,19,7,1,6,24,0,22,5,6,0,1500,0,2,0,33000,44,0,32,0,14,10.75,10.75,0,1
452132,0,3,999,0,1,7,4,2,1,2,1,0,14,13,5,0,5,35,1,22,9,7,0,1100,0,2,0,53000,50.5,0,32,0,16,11.25,11.25,0,1
458157,0,4,933,0,1,2,4,4,1,6,1,0,17,21,7,1,4,59,0,7,9,7,0,2800,0,2,0,9000,44,0,17,0,12,10.45,10.45,1,0
661323,5,3,535,0,1,22,1,2,21,2,0,0,7,18,7,1,6,35,1,37,9,5,0,200,0,2,0,51000,50.5,0,37,0,12,11.25,11.25,0,0
279790,0,2,999,0,1,35,4,2,1,2,0,1,6,25,8,0,6,24,1,37,7,4,1,700,0,2,0,30000,50.5,0,22,0,14,10.75,10.75,0,1
726857,0,3,999,0,1,2,4,4,1,2,1,0,8,27,8,1,4,35,1,7,7,6,1,1100,1,2,0,10000,50.5,0,27,0,14,11.25,11.25,0,1
36566,0,2,999,0,1,2,1,3,22,5,0,0,12,6,2,1,4,24,0,7,7,3,0,800,0,2,1,4000,14.5,0,37,0,13,10.75,10.75,1,1
659784,0,3,541,0,1,2,2,2,1,7,1,0,17,22,7,1,4,35,0,22,14,5,1,800,1,2,1,9000,14.5,0,17,0,12,11.25,11.25,1,0
699739,0,4,505,0,1,2,4,5,1,2,1,0,17,19,7,1,6,35,0,7,9,8,1,2400,0,2,0,7000,50.5,0,17,0,9,11.25,11.25,1,0
448644,0,2,999,0,1,2,3,2,1,6,1,0,12,9,3,0,4,59,1,37,7,5,1,1000,0,2,0,65000,50.5,0,32,1,16,10.45,10.45,0,1
904534,0,1,999,0,1,2,4,2,1,2,0,1,8,8,2,0,4,24,1,7,8,3,1,800,0,2,0,12000,50.5,0,67,0,12,10.75,10.75,1,1
450964,0,1,835,1,1,2,4,2,1,7,1,0,15,9,3,0,4,48,1,22,8,2,1,1400,0,2,0,66000,50.5,0,27,1,16,11.2,11.2,0,1
843675,0,4,999,0,1,2,4,6,1,2,1,0,15,12,4,1,5,35,0,22,7,9,0,2000,0,2,0,42000,44,0,57,0,14,11.25,11.25,0,1
791471,0,4,535,1,1,12,2,4,1,6,0,0,7,20,7,1,4,35,0,70,8,8,0,300,0,2,1,7000,14.5,0,17,0,12,11.25,11.25,1,0
774515,0,3,541,0,1,2,2,4,1,2,1,0,15,12,4,1,4,35,1,7,7,7,0,1800,0,2,0,43000,50.5,0,37,0,12,11.25,11.25,0,0
446914,0,3,421,0,1,2,4,3,1,7,0,1,7,22,7,1,4,24,0,7,7,5,0,900,0,2,0,17000,50.5,0,37,0,12,10.75,10.75,0,1
118059,6,1,535,0,1,2,1,2,2,7,0,1,7,3,1,0,4,35,0,7,8,3,1,1700,0,2,0,64000,44,0,62,0,12,11.25,11.25,0,1
123184,0,2,535,0,1,2,4,2,1,7,1,0,7,20,7,1,4,35,0,7,14,4,0,1500,0,2,0,3000,5,0,17,0,12,11.25,11.25,1,0
914877,3,2,462,0,1,2,1,2,2,2,0,0,7,20,7,1,4,24,0,7,9,4,1,1000,0,2,1,9000,24.5,0,57,0,12,10.75,10.75,0,0
524685,0,2,535,0,1,7,3,5,1,2,1,0,5,18,7,1,4,35,0,22,8,6,1,1400,0,2,0,25000,50.5,0,27,0,9,11.25,11.25,0,0
631556,0,4,535,0,1,7,3,5,1,2,1,0,4,27,8,1,6,35,1,52,5,11,1,1800,0,2,0,87000,50.5,0,42,0,12,11.25,11.25,0,1
140993,0,3,999,0,1,35,4,3,1,7,0,1,7,22,7,0,6,24,0,7,14,6,0,800,0,2,0,11000,50.5,0,27,0,9,10.75,10.75,1,1
523424,0,1,933,0,1,2,4,3,1,7,1,0,12,6,2,1,4,59,1,22,8,3,0,1300,0,2,0,52000,44,0,32,0,16,10.45,10.45,0,1
548639,0,3,535,0,1,2,4,6,1,2,1,0,15,15,5,1,4,35,1,7,8,5,0,1400,0,2,0,35000,50.5,0,32,0,14,11.25,11.25,0,1
274647,0,1,933,1,1,7,1,2,3,6,1,0,11,8,2,0,5,59,1,37,7,2,0,1900,0,2,0,37000,50.5,0,32,0,16,10.45,10.45,0,1
826105,0,2,999,1,1,22,4,2,1,2,1,0,8,7,2,0,5,47,0,22,7,3,0,2448,0,2,0,31000,50.5,0,57,0,12,10.5,10.5,1,1
906702,0,5,933,0,1,2,4,7,1,2,1,0,7,22,7,1,4,59,0,7,9,7,0,1700,0,2,0,6000,14.5,0,32,0,9,10.45,10.45,1,1
680191,0,4,999,0,1,7,4,7,1,5,0,1,5,24,8,1,6,24,0,37,6,6,1,1000,0,2,0,21000,44,0,37,0,12,10.75,10.75,0,1
239645,12,2,933,0,1,7,1,4,21,6,1,0,15,12,4,1,4,59,0,52,9,4,0,1100,0,2,1,38000,50.5,0,57,0,16,10.45,10.45,0,1
468198,0,3,462,0,1,17,2,4,1,6,0,0,10,6,2,1,6,24,1,70,6,5,0,1500,0,2,1,42000,50.5,0,32,0,12,10.75,10.75,0,1
606232,0,1,535,1,1,7,2,2,1,2,0,0,12,15,5,0,4,35,1,37,8,3,0,1500,0,2,1,43000,50.5,0,32,0,14,11.25,11.25,0,1
519346,0,3,462,0,1,2,4,3,1,6,0,1,13,22,7,1,4,24,0,22,9,5,0,900,0,2,0,10000,50.5,0,17,0,12,10.75,10.75,1,0
404577,6,2,835,0,1,12,1,3,21,6,0,0,10,8,2,1,4,48,0,37,7,4,0,900,1,2,1,1,5,0,32,1,16,11.2,11.2,1,1
163424,0,2,541,0,1,2,4,2,1,2,1,0,15,15,5,1,4,35,1,7,9,4,0,1000,0,2,0,30000,44,0,27,0,14,11.25,11.25,1,0
155154,0,3,541,0,1,7,4,4,1,2,1,0,8,23,7,1,4,35,0,22,8,5,0,1600,0,2,0,24000,44,0,32,0,12,11.25,11.25,0,1
142396,0,3,933,0,1,7,1,3,3,2,0,0,4,1,1,1,5,59,1,22,7,10,1,300,0,2,0,600437,50.5,0,47,0,18,10.45,10.45,0,1
517273,3,1,535,1,1,7,1,2,21,6,0,0,15,6,2,0,4,35,0,22,7,2,0,1400,0,2,1,24000,50.5,0,27,0,14,11.25,11.25,0,1
475775,8,3,462,0,1,12,1,2,22,6,0,0,12,5,2,0,4,24,0,22,8,5,1,200,0,2,1,37000,50.5,0,42,0,17,10.75,10.75,0,1
44657,0,3,462,0,1,2,4,4,1,5,0,1,7,19,7,1,4,24,1,7,5,6,1,1400,0,2,0,56000,50.5,0,42,0,13,10.75,10.75,0,1
426103,10,4,535,0,1,12,1,4,21,2,0,0,6,22,7,1,5,35,0,52,7,7,1,1500,0,2,1,42000,50.5,0,52,0,13,11.25,11.25,0,1
178511,0,2,505,0,1,17,2,3,1,6,0,1,17,88,88,1,4,35,0,70,7,3,1,1100,0,2,1,30000,50.5,0,22,0,12,11.25,11.25,0,0
694576,0,2,933,0,1,7,3,2,1,2,1,0,9,17,6,0,5,59,1,22,14,5,0,1600,0,2,0,75000,50.5,0,32,0,14,10.45,10.45,0,1
119730,5,2,933,0,1,7,1,2,22,2,0,0,17,3,1,0,5,59,1,37,8,5,1,1200,0,2,1,58000,50.5,0,37,0,12,10.45,10.45,0,1
853211,6,2,462,0,1,2,1,3,21,6,0,0,19,6,2,1,4,24,1,37,8,4,0,700,0,2,1,36000,50.5,0,32,0,18,10.75,10.75,0,1
457308,0,1,999,0,1,35,4,2,1,7,0,1,17,19,7,0,6,24,1,22,9,3,0,600,0,2,0,6000,14.5,0,27,0,9,10.75,10.75,0,1
816237,0,4,462,0,1,7,4,3,1,2,0,1,14,7,2,1,4,24,0,22,7,11,1,200,0,2,0,7000,24.5,0,57,0,14,10.75,10.75,1,0
258568,0,3,999,0,1,35,4,2,1,2,1,0,2,28,9,0,7,48,0,37,7,6,1,700,0,2,0,77000,50.5,0,27,0,9,11.2,11.2,0,1
777155,0,2,399,0,1,7,4,2,1,2,1,0,13,88,88,0,4,13,1,22,9,6,0,900,0,2,0,14000,44,0,57,0,12,10.65,10.65,0,1
447658,7,3,535,0,1,12,1,2,21,6,1,0,12,9,3,0,4,35,1,52,8,7,1,1900,0,2,0,120000,50.5,0,52,1,16,11.25,11.25,0,1
104548,0,3,999,0,1,17,4,3,1,2,1,0,15,8,2,1,5,35,1,22,8,7,0,1400,0,2,0,35000,50.5,0,62,0,12,11.25,11.25,0,0
542061,2,3,462,0,1,12,1,3,21,2,0,1,7,3,1,1,5,24,0,22,6,5,1,700,0,2,0,23000,50.5,0,22,0,12,10.75,10.75,1,0
496897,0,2,999,0,1,2,4,3,1,2,1,0,7,25,8,1,4,35,0,22,8,5,1,800,0,2,0,38000,24.5,0,52,0,9,11.25,11.25,0,1
341661,0,1,462,0,5,7,4,2,1,6,0,1,18,19,7,0,4,24,0,37,8,4,0,700,0,2,0,2000,14.5,0,47,0,13,10.75,10.75,1,1
452607,0,2,535,1,1,2,4,3,1,6,1,0,18,23,7,1,4,35,0,52,9,5,1,1100,0,2,1,5000,24.5,0,17,0,12,11.25,11.25,1,0
487084,5,2,933,0,1,2,1,2,22,7,0,0,7,22,7,1,4,59,1,7,8,4,0,800,0,2,1,8000,24.5,0,52,1,14,10.45,10.45,0,0
756819,6,1,462,0,1,2,1,3,21,6,0,0,5,9,3,1,4,24,1,22,7,3,1,700,0,2,1,70000,50.5,0,32,1,18,10.75,10.75,0,1
837389,0,3,399,0,1,7,4,2,1,2,0,1,15,11,4,0,5,13,1,22,8,5,0,1500,0,2,0,53000,50.5,0,32,0,18,10.65,10.65,0,1
254610,0,2,205,0,1,7,4,2,1,2,1,0,15,12,4,0,4,12,0,22,14,4,1,1400,0,2,0,43000,5,0,27,0,12,10.7,10.7,0,1
7839,0,3,537,0,1,2,3,4,1,6,1,0,7,18,7,0,4,35,0,22,9,8,1,1800,0,2,0,17000,50.5,0,22,0,9,11.25,11.25,1,1
769173,0,2,537,0,1,2,4,2,1,2,1,0,5,29,10,0,4,35,0,7,6,4,1,1300,0,2,0,29000,5,0,27,0,12,11.25,11.25,0,1
470551,4,3,462,0,1,2,1,2,22,6,0,0,15,16,5,0,4,24,1,37,8,5,0,1100,0,2,0,8000,50.5,0,57,0,12,10.75,10.75,0,1
586479,0,3,999,0,1,2,4,3,1,2,1,0,15,23,7,1,4,35,1,7,6,8,0,1000,0,2,0,24000,50.5,0,47,0,12,11.25,11.25,1,0
415890,0,4,999,0,1,2,4,4,1,2,1,0,15,15,5,1,4,59,0,22,7,7,0,1200,0,2,0,17000,24.5,0,42,0,14,10.45,10.45,0,1
756502,3,3,535,0,1,7,1,3,21,2,0,0,10,5,2,1,4,35,0,22,9,4,0,1600,0,2,1,36000,50.5,0,32,0,14,11.25,11.25,0,0
141767,0,2,537,1,1,2,4,3,1,2,1,0,5,21,7,1,4,35,0,7,7,4,0,1900,0,2,0,50000,50.5,0,57,0,16,11.25,11.25,0,1
861333,4,3,462,0,1,2,1,5,21,2,0,0,7,12,4,1,4,24,1,37,8,5,0,1400,0,2,1,29000,44,0,52,0,13,10.75,10.75,0,0
67458,0,4,999,0,1,17,4,4,1,2,0,1,7,18,7,1,6,35,0,7,14,5,0,100,0,2,0,26000,5,0,37,0,14,11.25,11.25,0,0
115571,0,3,555,0,1,2,4,3,1,5,1,0,7,26,8,1,4,35,0,7,8,6,1,1100,0,2,0,17000,34.5,0,27,1,15,11.25,11.25,1,0
368768,0,2,532,0,1,2,3,3,1,6,1,0,16,17,6,1,4,35,1,22,5,3,1,800,0,2,1,43000,44,0,37,1,16,11.25,11.25,0,1
48096,0,2,933,0,1,7,4,3,1,2,1,0,6,20,7,1,5,59,1,22,7,4,1,3000,0,2,0,72000,50.5,0,57,0,12,10.45,10.45,0,1
165976,0,1,933,1,1,12,4,2,1,6,1,1,8,6,2,0,5,59,1,70,5,3,0,900,0,2,0,53000,44,1,42,0,9,10.45,10.45,0,1
796066,0,3,999,0,1,2,4,3,1,2,0,1,17,23,7,0,4,24,0,22,8,10,1,200,0,2,0,5000,44,0,52,0,14,10.75,10.75,1,1
863164,0,4,205,0,1,17,4,7,1,2,1,0,5,88,88,1,4,12,1,37,7,10,0,2000,0,2,0,19000,34.5,0,47,0,14,10.7,10.7,0,0
244881,0,3,999,0,1,2,4,2,1,5,1,0,12,8,2,0,4,59,0,7,14,6,0,1600,0,2,0,13000,34.5,0,27,0,12,10.45,10.45,0,1
32748,0,2,555,0,1,7,4,2,1,2,1,0,8,27,8,0,4,35,1,22,7,5,1,800,0,2,0,78000,50.5,0,52,0,12,11.25,11.25,0,1
281756,0,4,825,0,1,2,4,5,1,7,1,0,12,6,2,1,4,48,0,22,7,7,0,1900,0,2,0,14000,34.5,0,32,0,14,11.2,11.2,0,1
814414,0,2,999,0,1,2,4,2,1,2,1,0,16,28,9,0,5,35,1,7,7,4,1,1000,0,2,0,37000,24.5,1,62,0,9,11.25,11.25,0,1
61775,0,2,462,0,1,35,4,2,1,2,0,1,6,6,2,1,6,24,1,70,6,5,0,700,0,2,0,40000,50.5,0,42,0,14,10.75,10.75,0,0
20319,2,1,825,1,1,7,1,2,21,7,0,0,17,23,7,0,4,48,1,22,6,3,0,1500,0,2,1,25000,50.5,0,27,0,15,11.2,11.2,0,1
884408,0,3,999,0,1,27,4,2,1,2,1,0,17,21,7,0,5,47,1,22,9,6,0,1300,0,2,0,17000,50.5,0,47,0,9,10.5,10.5,1,1
530270,6,2,462,0,1,7,1,5,21,2,0,0,12,7,2,1,4,24,1,22,7,5,1,900,0,2,1,19000,24.5,0,42,0,16,10.75,10.75,0,1
587813,0,2,999,0,1,2,4,2,1,1,1,0,19,16,5,0,4,35,1,22,7,4,1,700,0,2,0,68000,50.5,0,32,0,12,11.25,11.25,0,1
448993,0,3,421,0,1,7,4,5,1,2,0,1,7,22,7,1,4,24,1,22,7,5,1,800,0,2,0,19000,50.5,0,37,0,12,10.75,10.75,1,1
742183,4,1,535,0,1,7,1,2,23,6,0,0,12,14,5,1,4,35,0,52,9,3,1,1200,0,2,0,67000,50.5,0,27,1,16,11.25,11.25,0,0
142960,0,3,933,0,1,17,4,4,1,2,1,0,13,8,2,1,5,59,0,37,5,6,0,1600,1,2,0,32000,44,0,32,0,12,10.45,10.45,0,0
216195,0,2,825,0,1,2,4,2,1,7,1,0,19,14,5,0,4,48,1,37,7,4,1,1500,0,2,0,130000,50.5,1,32,0,17,11.2,11.2,0,1
914522,0,2,462,0,1,2,3,3,1,2,1,0,5,20,7,1,4,24,1,7,7,6,1,2658,0,2,0,58000,50.5,0,52,0,12,10.75,10.75,0,1
403324,0,4,999,0,1,2,4,4,1,2,0,0,19,23,7,1,4,24,1,7,7,6,1,800,1,2,0,90000,50.5,1,37,0,9,10.75,10.75,0,1
2954,0,1,421,0,1,7,4,2,1,6,0,1,15,14,5,0,4,24,1,52,8,3,0,700,0,2,0,55000,50.5,0,52,0,17,10.75,10.75,1,1
337279,0,1,462,0,1,12,2,2,1,2,0,0,6,18,7,0,4,24,0,37,14,3,0,1900,0,2,1,110000,44,0,32,1,16,10.75,10.75,0,1
831988,0,3,999,0,1,17,4,3,1,2,1,0,1,28,9,0,5,59,0,37,7,7,1,1000,0,2,0,9000,14.5,1,57,0,9,10.45,10.45,0,1
789201,5,2,535,0,1,7,1,3,22,6,0,0,8,6,2,1,4,35,0,52,6,4,0,1400,0,2,1,34000,50.5,0,32,0,9,11.25,11.25,0,1
108148,6,2,999,0,1,22,1,3,22,2,0,0,4,26,8,1,5,24,0,22,6,7,1,1100,0,2,1,23000,34.5,0,37,0,12,10.75,10.75,0,1
586677,0,2,999,0,1,2,4,2,1,2,0,1,7,25,8,0,4,24,0,7,7,4,1,1100,0,2,0,26000,34.5,0,22,0,9,10.75,10.75,0,1
231803,8,2,535,0,1,7,1,2,21,5,1,0,15,12,4,0,4,35,1,22,7,3,0,1100,0,2,1,39000,50.5,0,62,0,14,11.25,11.25,0,1
846593,0,2,999,0,1,2,4,2,1,2,1,0,15,8,2,0,4,48,1,7,8,4,0,1000,0,2,0,49000,50.5,1,22,0,14,11.2,11.2,0,1
399424,0,3,537,0,1,2,2,5,1,6,1,0,7,20,7,1,4,35,0,22,8,6,0,1400,0,2,0,14000,50.5,0,47,0,12,11.25,11.25,1,1
860020,7,2,535,0,1,2,1,2,22,6,0,0,6,23,7,0,4,35,0,37,8,3,0,800,0,2,1,24000,50.5,0,32,0,12,11.25,11.25,1,1
95166,0,3,462,0,1,2,4,2,1,2,0,1,19,16,5,0,4,24,1,7,7,5,1,1200,0,2,0,96000,44,0,62,0,12,10.75,10.75,0,1
797813,0,2,999,0,1,2,4,4,1,2,1,0,7,20,7,1,5,35,1,22,8,6,0,1100,0,2,0,8000,24.5,0,22,0,12,11.25,11.25,0,1
202585,0,2,999,0,1,2,4,2,1,7,1,0,17,23,7,0,4,59,1,7,8,3,1,900,0,2,0,8000,44,1,22,0,12,10.45,10.45,1,1
710514,0,4,462,0,1,7,2,3,1,2,0,0,17,23,7,1,6,24,1,22,5,8,1,1600,0,2,0,35000,44,0,57,0,9,10.75,10.75,0,1
127862,4,3,825,1,1,7,1,2,22,2,0,0,18,21,7,1,4,48,1,7,9,5,0,400,1,2,1,16000,34.5,0,47,0,12,11.2,11.2,1,0
465170,0,3,999,0,1,2,4,4,1,2,1,0,13,14,5,1,4,48,0,7,8,5,0,1600,0,2,0,45000,50.5,1,32,0,14,11.2,11.2,0,1
560896,3,3,535,0,1,2,1,3,23,6,1,0,13,26,8,1,4,35,0,22,14,6,1,1000,1,2,1,27000,50.5,0,32,0,12,11.25,11.25,0,0
781671,0,2,577,0,1,2,1,3,21,6,0,0,14,88,88,1,4,35,1,7,8,5,1,1100,0,2,1,6000,14.5,0,22,0,12,11.25,11.25,1,0
249620,6,2,999,0,1,2,1,3,21,2,0,0,17,19,7,0,4,48,1,7,9,4,0,900,0,2,1,37000,50.5,0,27,0,16,11.2,11.2,0,1
540140,0,3,825,0,1,7,3,2,1,2,1,0,12,9,3,1,4,48,1,22,8,5,1,2200,0,2,0,120000,50.5,0,42,1,0,11.2,11.2,0,0
442177,6,3,933,0,1,7,1,6,21,2,0,0,15,12,4,1,4,59,1,22,7,4,0,2000,0,2,1,46000,50.5,0,52,0,16,10.45,10.45,0,1
61814,0,3,535,0,1,2,1,4,3,2,0,0,7,2,1,1,4,35,1,7,8,8,1,800,1,2,0,1016596,50.5,0,42,1,18,11.25,11.25,0,1
168318,0,2,999,0,1,22,4,2,1,2,0,1,19,7,2,0,5,24,0,22,6,4,0,400,0,2,0,40000,44,0,27,0,14,10.75,10.75,1,1
786885,0,3,999,0,1,22,4,2,1,2,1,0,7,22,7,0,5,48,0,37,5,6,0,0,0,2,0,3000,14.5,0,62,0,9,11.2,11.2,0,1
891233,0,2,421,1,1,12,4,2,1,2,0,1,15,12,4,0,4,24,0,22,9,4,0,1100,0,2,0,47000,44,0,47,0,14,10.75,10.75,0,1
339480,0,3,577,0,1,2,4,2,1,2,1,0,8,27,8,0,4,35,1,22,5,5,1,1500,0,2,0,40000,44,0,62,0,12,11.25,11.25,0,1
280652,4,1,602,0,1,7,1,2,23,5,0,1,13,88,88,0,4,46,1,22,7,3,1,1000,0,2,1,16000,24.5,0,27,1,16,11,11,0,1
701142,0,2,462,0,1,12,4,2,1,2,0,1,8,7,2,0,4,24,1,37,9,4,1,1000,0,2,0,57000,50.5,0,62,0,16,10.75,10.75,0,1
107227,0,1,535,0,1,17,2,2,1,2,1,0,12,15,5,0,6,35,1,37,8,2,0,1200,0,2,1,42000,50.5,0,27,0,16,11.25,11.25,0,1
486185,7,2,462,0,1,2,1,4,21,6,0,0,10,2,1,1,5,24,1,22,8,4,0,1800,0,2,0,33000,50.5,0,37,0,16,10.75,10.75,0,1
430842,5,1,835,0,1,12,1,2,22,2,0,0,7,3,1,0,5,48,0,22,9,2,0,1100,0,2,0,35000,50.5,0,27,0,12,11.2,11.2,0,1
205347,6,2,835,0,1,2,1,2,21,1,1,0,17,19,7,0,4,48,1,22,5,3,0,1100,0,2,1,31000,44,0,27,0,16,11.2,11.2,0,1
343767,0,5,999,0,1,2,4,4,1,2,0,1,18,25,8,1,4,24,1,7,7,8,1,1100,0,2,0,53000,50.5,0,37,0,9,10.75,10.75,0,1
477703,6,2,535,0,1,2,1,3,21,6,0,0,17,23,7,1,4,35,1,37,7,6,0,1500,0,2,1,54000,50.5,0,52,0,15,11.25,11.25,0,1
877532,0,3,933,0,1,17,4,2,1,2,1,0,14,5,2,0,5,59,0,52,7,6,0,1800,0,2,0,37000,50.5,0,37,0,16,10.45,10.45,0,1
136706,0,2,421,0,1,2,4,2,1,2,0,1,7,22,7,0,4,24,1,7,7,4,0,700,0,2,0,20000,44,0,52,0,12,10.75,10.75,1,1
47338,5,2,505,1,1,17,1,2,21,2,0,0,9,9,3,0,4,35,1,22,9,4,1,1500,0,2,1,110000,50.5,0,32,1,18,11.25,11.25,0,1
160236,0,2,535,0,1,2,4,2,1,6,1,0,10,5,2,0,4,35,1,22,8,6,0,2100,0,2,0,58000,50.5,0,27,1,16,11.25,11.25,0,1
438013,0,2,462,0,1,22,4,2,1,6,1,0,15,15,5,1,4,24,0,70,6,4,0,900,0,2,0,15000,50.5,0,22,0,14,10.75,10.75,1,0
724750,0,2,999,0,1,35,4,3,1,2,0,1,7,20,7,1,6,24,1,37,8,4,0,1400,0,2,0,41000,24.5,0,47,0,12,10.75,10.75,0,0
669632,0,3,999,0,1,35,4,2,1,5,1,0,15,16,5,1,5,10,1,7,8,8,0,900,0,2,0,27000,50.5,0,62,0,12,10.5,10.5,0,0
135976,0,1,535,0,1,2,4,2,1,5,1,0,12,14,5,0,4,35,1,37,7,5,1,2300,0,2,0,19000,14.5,0,27,1,18,11.25,11.25,0,1
519092,7,1,933,0,1,12,1,2,21,6,0,0,18,16,5,0,5,59,1,70,7,3,0,900,0,2,1,22000,50.5,0,32,0,13,10.45,10.45,0,1
196266,0,3,462,0,1,35,4,3,1,2,0,1,15,12,4,1,6,24,1,52,9,5,0,1100,0,2,0,48000,50.5,0,42,1,15,10.75,10.75,0,0
769296,0,1,499,0,1,35,4,2,1,2,0,1,17,17,6,0,6,24,1,7,8,3,0,700,0,2,0,4000,14.5,0,22,0,14,10.75,10.75,1,1
70124,6,1,535,0,1,22,1,2,22,2,1,0,5,29,10,1,6,35,1,37,9,2,1,900,0,2,1,37000,50.5,0,47,0,12,11.25,11.25,0,0
832364,0,2,399,0,1,7,4,2,1,6,0,1,12,8,2,0,5,13,1,37,7,5,0,1300,0,2,0,45000,50.5,0,52,0,14,10.65,10.65,0,1
144084,0,2,462,0,1,2,4,2,1,2,0,1,15,6,2,0,4,24,0,22,6,4,0,1000,0,2,0,27000,50.5,0,57,0,12,10.75,10.75,1,1
481096,0,2,999,0,1,7,4,3,1,2,0,1,7,17,6,1,4,24,0,7,7,4,0,1100,0,2,0,33000,44,0,42,0,13,10.75,10.75,0,1
359853,0,2,421,0,1,7,4,2,1,2,0,1,19,16,5,0,6,24,0,7,6,4,1,900,0,2,0,59000,44,0,22,0,12,10.75,10.75,0,1
37912,8,3,462,0,1,2,1,6,21,2,0,0,5,88,88,1,4,24,0,52,7,5,0,800,0,2,1,30000,50.5,0,42,0,12,10.75,10.75,0,1
531893,0,3,541,0,1,7,4,4,1,2,1,0,18,19,7,1,4,35,0,22,9,8,0,1800,0,2,0,32000,44,0,42,0,14,11.25,11.25,0,1
659040,0,2,539,0,1,2,3,2,1,6,1,0,18,21,7,1,5,35,1,22,8,8,0,1300,0,2,0,22000,50.5,0,27,0,12,11.25,11.25,0,0
55467,0,3,999,0,1,2,4,4,1,2,0,1,7,20,7,1,4,24,1,22,7,5,0,700,0,2,0,1000,5,0,27,0,9,10.75,10.75,1,0
452965,0,2,541,0,1,2,4,4,1,2,1,0,5,24,8,1,4,35,1,37,5,4,1,900,0,2,0,57000,50.5,0,32,0,13,11.25,11.25,0,1
786354,0,3,537,0,1,7,4,4,1,5,1,0,15,8,2,1,4,35,0,37,6,6,0,1600,0,2,0,58000,50.5,1,37,0,14,11.25,11.25,0,1
320552,0,2,999,0,1,12,4,3,1,2,0,1,15,12,4,1,5,24,1,22,6,5,0,400,0,2,0,29000,50.5,0,32,0,13,10.75,10.75,1,0
418045,7,1,535,1,1,12,1,3,23,2,0,0,10,18,7,1,4,35,1,22,7,3,0,1500,0,2,0,38000,44,0,52,0,17,11.25,11.25,0,1
44727,0,2,825,1,1,2,2,2,1,2,1,0,17,21,7,1,4,48,0,22,9,4,1,700,0,2,1,8000,44,0,22,0,12,11.2,11.2,1,0
414378,0,2,537,0,1,2,2,3,1,2,0,0,7,3,1,1,4,35,1,7,6,4,1,1100,0,2,0,47000,50.5,0,42,0,12,11.25,11.25,0,1
